"","V1"
"866",0.758809735100895
"867",0.800862189046371
"868",0.842628522006487
"869",0.792544707602121
"870",0.846030868009042
"871",0.82654922891004
"872",0.86054000495929
"873",0.813844591308568
"874",0.815883707180531
"875",0.796654913519384
"876",0.774363529651915
"877",0.780334618480846
"878",0.773639957160927
"879",0.759637515808776
"880",0.749194596572351
"881",0.744433630807981
"882",0.760545643879233
"883",0.757177453916219
"884",0.739511177167018
"885",0.771108446335437
"886",0.753511110639135
"887",0.745535796957482
"888",0.752187657548173
"889",0.746728404245787
"890",0.761358783452961
"891",0.753798112668137
"892",0.812190016943205
"893",0.789306380483407
"894",0.808587815148186
"895",0.776836770512223
"896",0.778592655726612
"897",0.732001423653464
"898",0.77812004200396
"899",0.734042439317078
"900",0.704747516237574
"901",0.6844678701353
"902",0.760805940147306
"903",0.784990419567768
"904",0.715357716042324
"905",0.792034721092384
"906",0.750269018583762
"907",0.754555791753375
"908",0.777764390972046
"909",0.787701846910043
"910",0.760166002908869
"911",0.755187860612514
"912",0.745548309356968
"913",0.742923002318518
"914",0.752529128075516
"915",0.759069391127408
"916",0.744745516904367
"917",0.765797359055194
"918",0.7481008633323
"919",0.75813653217832
"920",0.753864129389251
"921",0.75192453703754
"922",0.771885017366006
"923",0.748969940291498
"924",0.748887143309043
"925",0.742193708688647
"926",0.791637414306745
"927",0.795856869248601
"928",0.78353600870022
"929",0.826951304061625
"930",0.813455597243287
"931",0.82907462842129
"932",0.834343130002648
"933",0.806299233536718
"934",0.777999165540302
"935",0.778179746803782
"936",0.743306016834169
"937",0.757226091188622
"938",0.787177044331726
"939",0.759842556489968
"940",0.745196781898921
"941",0.748005043758486
"942",0.766990819134493
"943",0.753260065433051
"944",0.773567539941338
"945",0.737896665711726
"946",0.745942154665812
"947",0.743867769883231
"948",0.756081817368968
"949",0.745742787706134
"950",0.749660971446939
"951",0.763817175298362
"952",0.763871738258416
"953",0.729401651427433
"954",0.749907099283928
"955",0.743388267920915
"956",0.739277645477274
"957",0.788531072844741
"958",0.781964135424373
"959",0.753325500836774
"960",0.759215150736216
"961",0.701994237009994
"962",0.71929573458293
"963",0.74410227531958
"964",0.771120552791616
"965",0.730146473140051
"966",0.741302624537419
"967",0.767561093810457
"968",0.758498888327663
"969",0.782079498112271
"970",0.773462577322432
"971",0.797985566200391
"972",0.754135968272067
"973",0.757322876025439
"974",0.738084383471077
"975",0.752079916438557
"976",0.781475947859927
"977",0.771019481396294
"978",0.768221363714986
"979",0.765451633962638
"980",0.790856112869425
"981",0.753641307179918
"982",0.728556922400215
"983",0.754511551982775
"984",0.742897770395376
"985",0.761220411480327
"986",0.740574417550572
"987",0.742577150547292
"988",0.769655332343666
"989",0.767050815185225
"990",0.822373142181957
"991",0.788288416365855
"992",0.809473058094274
"993",0.822345851029127
"994",0.839842863618499
"995",0.785906703390797
"996",0.816040880299079
"997",0.764976235915101
"998",0.775870897385658
"999",0.767732629034167
"1000",0.774039915670636
"1001",0.742063628039329
"1002",0.755898289738312
"1003",0.752100309549543
"1004",0.739956805814291
"1005",0.753899653396412
"1006",0.732331830616557
"1007",0.744566067721989
"1008",0.768205268540728
"1009",0.774358151140315
"1010",0.7690649488978
"1011",0.737044980481574
"1012",0.742483050429451
"1013",0.791160845506486
"1014",0.761368756935566
"1015",0.780133911146444
"1016",0.760867011403086
"1017",0.761880147627261
"1018",0.751855838443173
"1019",0.745726412568033
"1020",0.764622612631936
"1021",0.772275964495627
"1022",0.773607431962451
"1023",0.762924366634198
"1024",0.669337349171443
"1025",0.700791873737312
"1026",0.732026880930206
"1027",0.756510293149798
"1028",0.76995198248282
"1029",0.768606323263831
"1030",0.751586590125067
"1031",0.765166251296313
"1032",0.753725667969925
"1033",0.772578541014708
"1034",0.749916086149128
"1035",0.766805624652231
"1036",0.763964050836449
"1037",0.723308271682238
"1038",0.761885128747961
"1039",0.749045209480096
"1040",0.731580872051035
"1041",0.775038549846709
"1042",0.771247312653895
"1043",0.760291897607627
"1044",0.778256403342299
"1045",0.764838579019696
"1046",0.734741952655835
"1047",0.731782369269803
"1048",0.761700494074829
"1049",0.750690611125983
"1050",0.75991842204622
"1051",0.775459690459966
"1052",0.75956508554462
"1053",0.792459594251356
"1054",0.792994780179535
"1055",0.823853442509215
"1056",0.803348307930905
"1057",0.813746811216813
"1058",0.828978057211872
"1059",0.814540719311699
"1060",0.760972533735335
"1061",0.769946885193324
"1062",0.757206251327135
"1063",0.739404564985021
"1064",0.773166914925001
"1065",0.75146590112498
"1066",0.740549766734043
"1067",0.74481484346104
"1068",0.7335775842148
"1069",0.707004569845642
"1070",0.751059595742599
"1071",0.757796719247484
"1072",0.773109797480845
"1073",0.750719314715173
"1074",0.743888145268555
"1075",0.752564646399094
"1076",0.769586569404845
"1077",0.75432436355723
"1078",0.756585178818706
"1079",0.731053517573858
"1080",0.776229527180294
"1081",0.741267232315532
"1082",0.75260005334542
"1083",0.736663326134464
"1084",0.731558557010565
"1085",0.765045691324438
"1086",0.782171608328456
"1087",0.733583737242475
"1088",0.755953624688344
"1089",0.709919562070523
"1090",0.720030924398026
"1091",0.765125306651685
"1092",0.767158471876009
"1093",0.758241311990868
"1094",0.737816619013154
"1095",0.75775005104684
"1096",0.742483011705004
"1097",0.780381789134415
"1098",0.764369590140311
"1099",0.782579700211746
"1100",0.75711613379535
"1101",0.772171034313709
"1102",0.756257935396491
"1103",0.75701010711044
"1104",0.752247690275175
"1105",0.726200833883988
"1106",0.74332549877744
"1107",0.803959387795961
"1108",0.740821649571395
"1109",0.765536210603389
"1110",0.768416070540306
"1111",0.751516179973692
"1112",0.737849701574462
"1113",0.739894443905671
"1114",0.740444754264801
"1115",0.716545938687162
"1116",0.722750951412129
"1117",0.766054698340713
"1118",0.778330857555912
"1119",0.768759638566015
"1120",0.80059510663847
"1121",0.793809550728071
"1122",0.815282920626388
"1123",0.799140513991526
"1124",0.816740966418239
"1125",0.810288172819711
"1126",0.80384903921375
"1127",0.773854916704541
"1128",0.776257157990077
"1129",0.756833596345881
"1130",0.746476354020738
"1131",0.732500752343516
"1132",0.738168930518249
"1133",0.720397864414103
"1134",0.737756791226096
"1135",0.750585813413422
"1136",0.745726746736814
"1137",0.769039631933187
"1138",0.768655697746016
"1139",0.753550696411388
"1140",0.757615466659119
"1141",0.756470275264456
"1142",0.750418563517006
"1143",0.757429850837527
"1144",0.722741763472491
"1145",0.769892693648905
"1146",0.749834523125228
"1147",0.76261606969373
"1148",0.762611557516662
"1149",0.788343731173599
"1150",0.744267631039842
"1151",0.760164394103238
"1152",0.770989647262437
"1153",0.720242101604058
"1154",0.774122397974793
"1155",0.726242738383073
"1156",0.700231266865409
"1157",0.692378969006363
"1158",0.710308187175608
"1159",0.74726300974726
"1160",0.741761448470592
"1161",0.774500724620771
"1162",0.704186329766797
"1163",0.736681099264241
"1164",0.723188788867239
"1165",0.74704113338566
"1166",0.762520924435672
"1167",0.760551264437671
"1168",0.758215814632501
"1169",0.743523464553542
"1170",0.75292995320755
"1171",0.756240436412426
"1172",0.748759154776607
"1173",0.723132055795126
"1174",0.751639185830373
"1175",0.728304002701585
"1176",0.737336684835121
"1177",0.762107580673335
"1178",0.728292235773736
"1179",0.716366062155851
"1180",0.740829896039776
"1181",0.729652421886264
"1182",0.724194466806975
"1183",0.724853588025272
"1184",0.742257502500151
"1185",0.746281496615671
"1186",0.746614286397969
"1187",0.779823856256483
"1188",0.779621815742412
"1189",0.824577684571801
"1190",0.805354924071641
"1191",0.818984978621621
"1192",0.820699672313356
"1193",0.792941916196835
"1194",0.763397378334881
"1195",0.765307976812286
"1196",0.754928428126445
"1197",0.771461884263799
"1198",0.737681574561678
"1199",0.737148891543837
"1200",0.754645522216325
"1201",0.723432447608284
"1202",0.727736877027351
"1203",0.742555593566748
"1204",0.724223644355673
"1205",0.731504418906162
"1206",0.747787529715756
"1207",0.770592673430761
"1208",0.756396369456713
"1209",0.778945509672875
"1210",0.711363215989297
"1211",0.763159608669805
"1212",0.724232882592364
"1213",0.732824886303742
"1214",0.746630744238561
"1215",0.773511491568832
"1216",0.77439358531008
"1217",0.730554517083805
"1218",0.782812737151197
"1219",0.712939960911676
"1220",0.739905039281868
"1221",0.72669335948158
"1222",0.741779493126735
"1223",0.745525698686843
"1224",0.767712767106062
"1225",0.689373784025514
"1226",0.70316218590246
"1227",0.69315007551163
"1228",0.713856509634962
"1229",0.736016355042845
"1230",0.751319000133129
"1231",0.743182345692744
"1232",0.707168992983316
"1233",0.756272064392329
"1234",0.771599166911624
"1235",0.781194774085277
"1236",0.749930819926025
"1237",0.768303330163458
"1238",0.715602271426259
"1239",0.745243585740849
"1240",0.787576862240974
"1241",0.723266513759795
"1242",0.736676703812935
"1243",0.743273765634831
"1244",0.756985852944755
"1245",0.718784921304209
"1246",0.759689991943857
"1247",0.754594112216449
